code,name,short_name,source,as_of,status,n_items,n_selling
00080160,,베스트사모칠호M,종목명 접두 최빈값 (점유 33%) — 법인명 아님,2026-08-22,derived,3,0
00040102,,코리아에셋,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,3,2
00080150,,LINK,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,3,0
00080374,,키퍼바흐,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,3,1
00080390,,신한MAIN일반,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,1
0040106 ,,DS증권,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080304,,스프랏칠레신재생,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080129,,토터스도레미,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,1
00080356,,NH-Amund,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,1
00080227,,밸류시스템,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,1
00080372,,서진레일일반사모,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080456,,큐브인더스트리얼,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080215,,Blue,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00130013,,밀레니윰,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080138,,앱솔루트람다,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,2
00080246,,멜론로지스틱스전,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,0
00080232,,킹슬리일반사모투,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,1
00080461,,크리에이트제7호,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080321,,브라이트코스닥벤,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,2
00080440,,마스터,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080178,,아스트라스노우볼,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,2
00080078,,Hamilton,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,0
00080445,,그래비티일반사모,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,2,2
00080189,,루트엔글로벌코리,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,2
00080272,,유나이티드브라이,종목명 접두 최빈값 (점유 50%) — 법인명 아님,2026-08-22,derived,2,0
00080064,,한주뉴크레딧사모,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080457,,미래에셋증권한국,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080229,,케이프,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00130015,,씨타델,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00040105,한국투자신탁운용,한국,미래에셋증권 펀드상세 웹 ADMICN(2026-08-18 관측),2026-08-22,confirmed,1,1
00080275,,삼천리,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080132,,에너지인프라,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080392,,NH-Amund,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080203,,피아이엠IPO전,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080261,,페블즈,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00130014,,씨큐에스,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080111,,페트라코리아거버,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080435,,트라움,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080351,,미래중소기업퇴직,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080323,,으뜸,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080139,,에이치알다빈치공,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080389,,마스턴밸류애드전,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080369,,월넛공모주일반사,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080161,,이글사모기업인수,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080350,,카임일반사모부동,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080404,,엔라이튼,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080240,,위너스,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080327,,헤리티지,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080216,,하이즈에셋,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080345,,스틱플레이스제1,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080193,,린드먼파트너스,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080254,,일본호텔,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080454,,코르사,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080443,,스타퀘스트더베스,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080130,,옵투스루스필터전,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080213,,신라,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080149,,온바운티풀IPO,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080255,,샘19-1전문투,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080071,,다비하나경기고속,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080264,,지안,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080177,,람다공모주멀티전,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080423,,SP,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080292,,이지스리츠포트폴,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080187,,케이클라비스하이,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080245,,스타로드전문사모,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080171,,수림WAYⅡ,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080183,,태성알파K전문투,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080388,,KB,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080263,,NH,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080382,,루다,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080308,,파인트리전문투자,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080163,,마이어사모일진원,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00080194,,지알이제3호전문,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,0
00130017,,거캐피탈,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00130018,,퍼세우스알파펀드,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00130012,,골드만삭스,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
00080381,,제이알,종목명 접두 최빈값 (점유 100%) — 법인명 아님,2026-08-22,derived,1,1
